,Hostname,IP-Adresse,Seriennr
8231,de-fid-elchi-sh-05a,10.51.158.118,CN44DRR3J5
8232,de-fid-lange-sh-12a,10.51.140.174,CN3BFP7012
8233,de-fid-lange-sh-12g,10.51.140.173,CN6BFPB22D
8234,de-fid-lange-sh-12h,10.51.140.172,CN33DRW0K1
8235,de-fid-lange-sh-12i,10.51.140.171,CN6BDRW005
8236,de-fid-lange-sh-12j,10.51.140.170,CN6BDRW01M
8237,de-fid-lange-sh-17a,10.51.193.78,CN4BFPC0Q0
8238,de-fid-lonse-sh-03a,10.51.173.190,CN44DRR3L4
8239,de-fid-weste-sh-09a,10.51.195.238,CN46DRR0LD
8281,S1891M00000,10.97.164.105,CAT0746R06J
8298,S0710M00005,10.112.134.232,CAT1011Z2ET
8305,S0710M00300,10.112.142.4,CAT1012R10B
8436,de-fid-hmuen-sh-02a,10.59.195.238,CN9AFPC07D
8461,de-fid-eltvi-sh-05a,10.178.175.46,CN81FPC0K4
8474,de-fid-geise-sh-01a,10.178.214.198,CN81FPC0T0
8475,de-fid-geise-sh-04a,10.178.181.22,CN81FPC072
8481,de-fid-osetr-sh-01a,10.178.176.86,CN81FPC0KK
8484,de-fid-ruede-sh-02a,10.178.207.150,CN84FPC0FP
8489,de-fid-felda-sh-01a,10.178.169.102,CN47FPB1QG
8490,de-fid-schwa-sh-56a,10.178.181.142,CN47FPB11N
8544,de-fid-oberr-sh-01a,10.59.217.86,CN0BFPC0BT
8548,de-fid-wallh-sh-01a,10.59.213.222,CN0BFPC0RH
8832,de-fid-badkr-sh-02a,10.178.177.78,CN23DRR1XR
8833,de-fid-ballr-sh-01b,10.178.195.238,CN92FPB0NL
8834,de-fid-ehre1-sh-02b,10.178.194.214,CN7AFPB3VF
8835,de-fid-muens-sh-01a,10.178.196.198,CN89FPB0Y6
8836,de-fid-stauf-sh-01c,10.178.148.78,CN60DRW0H8
8837,de-fid-stauf-sh-01d,10.178.148.77,CN60DRW0M4
8856,de-fid-freie-sh-60b,10.178.180.86,CN60FPB191
8857,de-fid-herbs-sh-02b,10.178.182.198,CN60FPB1CS
8858,de-fid-laute-sh-10e,10.178.142.109,CN60DRW0NB
8859,de-fid-laute-sh-10f,10.178.142.108,CN60DRW056
8860,de-fid-laute-sh-10g,10.178.142.107,CN60DRW0GG
8861,de-fid-laute-sh-10h,10.178.142.106,CN60DRW0H2
8862,de-fid-laute-sh-10i,10.178.142.105,CN89FPB1CQ
8863,de-fid-schli-sh-06b,10.178.185.126,CN60DRW0KD
8864,de-fid-warte-sh-02b,10.178.194.30,CN60FPB1K9
8865,de-fid-butzb-sh-01b,10.178.161.78,CN93FP30GJ
8866,de-fid-butzb-sh-02f,10.178.138.62,CN93FP30Q3
8867,de-fid-butzb-sh-02g,10.178.138.61,CN93FP30T7
8868,de-fid-butzb-sh-02h,10.178.138.60,CN93FP30Q2
8869,de-fid-butzb-sh-02i,10.178.138.59,CN93FP30TC
8870,de-fid-butzb-sh-02j,10.178.138.58,CN93FP30XK
8871,de-fid-butzb-sh-02k,10.178.138.57,CN90FP38P8
8872,de-fid-butzb-sh-09b,10.178.164.46,CN93FP304F
8873,de-fid-muenz-sh-02c,10.178.163.30,CN93FP30DK
8874,de-fid-graev-sh-02a,10.178.210.206,CN78DRW01Z
8922,S8520M00100,10.151.168.14,CAT0752X1TF
8951,de-fid-sexau-sh-01c,10.178.161.70,CN9AFPB0CR
8955,de-fid-heige-sh-02a,10.51.205.246,CN78FPB12X
8956,de-fid-heinr-sh-02a,10.51.177.38,CN66FPB0LB
8957,de-fid-keilb-sh-02a,10.51.188.62,CN78FPB1B0
8958,de-fid-rothe-sh-05b,10.51.190.70,CN78FPB15P
8959,de-fid-walda-sh-04a,10.51.146.198,CN42FP71CD
8960,de-fid-walda-sh-04b,10.51.146.197,CN38FP60PJ
8961,de-fid-walda-sh-04c,10.51.146.196,CN38FP61F1
8962,de-fid-weibe-sh-02a,10.51.167.38,CN78FPB07W
8963,de-fid-lappe-sh-02a,10.51.165.206,CN7BFP72BP
8964,de-fid-lappe-sh-03a,10.51.196.174,CN7BFP7288
8965,de-fid-lappe-sh-04a,10.51.171.142,CN7BFP728M
8966,de-fid-pette-sh-01a,10.51.193.142,CN7BFP72BB
8974,de-fid-regen-sh-01a,10.51.200.246,CN7BFP728L
8975,de-fid-regen-sh-09h,10.51.136.215,CN7BFP72BG
9086,de-fid-bergi-sh-01a,10.51.191.166,CN89FPB11K
9087,de-fid-muehl-sh-01a,10.51.200.22,CN89FPB08X
9088,de-fid-waidh-sh-01a,10.51.161.254,CN89FPB03Q
9089,de-fid-adels-sh-01a,10.51.184.246,CN6BDRR1KX
9090,de-fid-alten-sh-02a,10.51.159.30,CN6BDRR0QK
9091,de-fid-bonst-sh-01a,10.51.139.51,CN6BDRR18F
9092,de-fid-dinke-sh-01a,10.51.188.174,CN6ADRW0CB
9093,de-fid-gesse-sh-01a,10.51.148.190,CN6BDRR0QT
9094,de-fid-gesse-sh-01b,10.51.148.189,CN6ADRW0BW
9095,de-fid-horga-sh-01a,10.51.181.238,CN57DRV1Y6
9096,de-fid-jetti-sh-01a,10.51.192.206,CN6BDRR1J3
9097,de-fid-kutze-sh-01a,10.51.168.174,CN6BDRR1BM
9098,de-fid-uster-sh-01a,10.51.184.142,CN6BDRR12R
9099,de-fid-welde-sh-01a,10.51.192.190,CN6BDRR1DW
9100,de-fid-willi-sh-01a,10.51.176.134,CN6BDRR0ZR
9101,de-fid-zusma-sh-02a,10.51.157.30,CN6BDRR0QL
9102,de-fid-zusma-sh-02b,10.51.157.29,CN6ADRW085
9104,de-fid-gestr-sh-01b,10.51.175.6,CN6ADRV037
9105,de-fid-maier-sh-01a,10.51.180.78,CN71DRR0F2
9106,de-fid-oberr-sh-02a,10.51.161.110,CN6BDRR0SK
9107,de-fid-obers-sh-09a,10.51.184.150,CN6BDRV07D
9108,de-fid-roeth-sh-02a,10.51.187.38,CN6BDRR1B5
9109,de-fid-stief-sh-04a,10.51.198.230,CN71DRR06B
9113,de-fid-bogen-sh-02a,10.51.191.190,CN92FPB01Z
9114,de-fid-mitte-sh-01a,10.51.166.22,CN72FPB08V
9115,de-fid-parks-sh-03a,10.51.145.150,CN3BFP705H
9116,de-fid-parks-sh-03b,10.51.145.149,CN43FP60YY
9117,de-fid-parks-sh-03c,10.51.145.148,CN72FPB0H7
9118,de-fid-stein-sh-01a,10.51.158.150,CN72FPB0X1
9119,de-fid-lenge-sh-02a,10.51.195.198,CN59FP73H1
9120,de-fid-leute-sh-01a,10.51.204.254,CN59FP7315
9121,de-fid-rueck-sh-01a,10.51.170.86,CN59FP73P0
9122,de-fid-seeg1-sh-01f,10.51.154.174,CN56DRV0XY
9123,de-fid-seeg1-sh-01g,10.51.154.173,CN57DRV1XM
9124,de-fid-stoet-sh-01a,10.51.184.214,CN59FP733H
9125,de-fid-trauc-sh-01a,10.51.182.190,CN59FP741W
9126,de-fid-ellze-sh-01a,10.51.204.102,CN6BDRR0WR
9127,de-fid-ichen-sh-01a,10.51.140.126,CN6BDRV0BC
9128,de-fid-ichen-sh-01b,10.51.140.125,CN6BDRV087
9129,de-fid-ichen-sh-01c,10.51.140.124,CN6BDRV0BY
9130,de-fid-ichen-sh-01d,10.51.140.123,CN6BDRV091
9131,de-fid-ichen-sh-01e,10.51.140.122,CN6BDRV09Q
9132,de-fid-kamme-sh-01a,10.51.187.30,CN6BDRR0XX
9133,de-fid-walds-sh-01a,10.51.180.150,CN6BDRR1KL
9136,de-fid-konze-sh-01a,10.51.200.38,CN83FPB04X
9137,de-fid-ratte-sh-02a,10.51.167.182,CN83FPB1P0
9138,de-fid-ratti-sh-01d,10.51.154.134,CN84DRW03P
9139,de-fid-ratti-sh-01e,10.51.154.133,CN70DRW06C
9140,de-fid-wiese-sh-02a,10.51.160.70,CN81FPB2KH
9150,de-fid-holzk-sh-01a,10.51.145.94,CN86DRW03R
9151,de-fid-holzk-sh-01b,10.51.145.93,CN88DRW02W
9152,de-fid-holzk-sh-01c,10.51.145.92,CN86DRW03N
9153,de-fid-ottfi-sh-01a,10.51.174.214,CN86DRW03V
9159,de-fid-bucha-sh-03a,10.51.193.86,CN6BFPB1WX
9160,de-fid-echin-sh-04a,10.51.146.22,CN6AFPB102
9161,de-fid-echin-sh-04b,10.51.146.21,CN6BDRW00Y
9162,de-fid-echin-sh-04c,10.51.146.20,CN25DRW0VB
9163,de-fid-echin-sh-04d,10.51.146.19,CN6BFPB03R
9164,de-fid-tiefe-sh-05a,10.51.180.198,CN6BFPB063
9165,de-fid-vilsh-sh-09a,10.51.197.134,CN94FPB064
9166,FNH0016Q,10.51.146.18,CN0BFP31RZ
9167,de-fid-buchb-sh-01a,10.51.163.54,CN59DRW05P
9168,de-fid-dorfe-sh-01a,10.51.148.78,CN59DRW0GP
9169,de-fid-dorfe-sh-01b,10.51.148.77,CN5BFPB0Q3
9170,de-fid-dorfe-sh-02a,10.51.186.134,CN5BFPB07G
9171,de-fid-dorfe-sh-03a,10.51.207.62,CN50FPC28C
9172,de-fid-fraun-sh-05a,10.51.163.150,CN59DRW0BG
9173,de-fid-hohen-sh-35a,10.51.180.142,CN5BFPB092
9174,de-fid-innin-sh-02a,10.51.206.126,CN5BFPB0G0
9175,de-fid-kirch-sh-52a,10.51.174.134,CN59DRW008
9176,de-fid-obert-sh-02a,10.51.194.30,CN61FPB1HF
9177,de-fid-schwi-sh-04a,10.51.174.158,CN59DRW0LC
9178,de-fid-stein-sh-36a,10.51.193.22,CN5BFPB08D
9179,de-fid-taufk-sh-01a,10.51.189.54,CN5AFPC0BN
9180,de-fid-taufk-sh-04a,10.51.140.46,CN23DRW081
9181,de-fid-taufk-sh-04b,10.51.140.45,CN82FP31TD
9182,de-fid-taufk-sh-04c,10.51.140.44,CN19DRV184
9183,de-fid-taufk-sh-04d,10.51.140.43,CN19DRV1D8
9184,de-fid-taufk-sh-04e,10.51.140.42,CN19DRV16K
9185,de-fid-taufk-sh-06a,10.51.166.78,CN5BFPB021
9186,de-fid-gars1-sh-03a,10.51.148.54,CN85FP34Y7
9187,de-fid-gars1-sh-03b,10.51.148.53,CN37FP32D8
9192,de-fid-maite-sh-01a,10.51.163.237,CN9AFPB1G1
9193,de-fid-obero-sh-08b,10.51.199.166,CN83FPB1SR
9194,de-fid-reich-sh-14b,10.51.205.102,CN83FPB1FG
9195,de-fid-unter-sh-48b,10.51.167.173,CN9AFPB0N7
9196,de-fid-biber-sh-02b,10.51.196.54,CN59DRW0BJ
9197,de-fid-biber-sh-05a,10.51.206.14,CN57FPB3ZD
9198,de-fid-breit-sh-05b,10.51.187.246,CN74DRR0G9
9199,de-fid-koetz-sh-01a,10.51.208.38,CN96FPB1S2
9200,de-fid-rogge-sh-03b,10.51.173.174,CN71DRV06S
9201,de-fid-egenh-sh-01a,10.51.179.46,CN78DRR1DT
9202,de-fid-odelz-sh-02a,10.51.147.6,CN83FPB1FV
9203,de-fid-odelz-sh-02d,10.51.147.5,CN75DRW022
9204,de-fid-odelz-sh-02e,10.51.147.4,CN94FPB014
9205,de-fid-odelz-sh-02f,10.51.147.3,CN94FPB049
9206,de-fid-odelz-sh-02g,10.51.147.2,CN94FPB07J
9207,de-fid-pfaff-sh-08a,10.51.165.158,CN78DRW01R
9208,de-fid-wiede-sh-01a,10.51.200.158,CN77DRR0KF
9220,de-fid-muenc-sh-20a,10.178.220.142,CN96FP716F
9221,de-fid-muenc-sh-20b,10.178.220.141,CN96FP72BJ
9222,de-fid-muenc-sh-20c,10.178.220.140,CN96FP71PC
9267,de-fid-diete-sh-01a,10.51.191.78,CN89FPB18J
9268,de-fid-absbe-sh-03b,10.51.165.86,CN74FPB0G6
9269,de-fid-berol-sh-01b,10.51.188.222,CN72FPB0Y0
9270,de-fid-ditte-sh-07b,10.51.160.238,CN72FPB0G0
9271,de-fid-ellin-sh-01b,10.51.164.158,CN72FPB02M
9272,de-fid-ellin-sh-02b,10.51.167.198,CN72FPB0L1
9273,de-fid-etten-sh-01a,10.51.205.254,CN7AFPB40G
9280,de-fid-gunze-sh-01a,10.51.191.22,CN7AFPB13D
9281,de-fid-gunze-sh-04b,10.51.197.38,CN45FP619S
9282,de-fid-gunze-sh-07a,10.51.172.102,CN7AFPB167
9283,de-fid-haund-sh-01a,10.51.195.190,CN7BFPB02N
9284,de-fid-heide-sh-45b,10.51.203.54,CN72FPB0PF
9285,de-fid-lange-sh-05a,10.51.164.30,CN7AFPB3V0
9286,de-fid-muhra-sh-01b,10.51.206.166,CN72FPB0W0
9287,de-fid-nenns-sh-01b,10.51.195.126,CN72FPB0YC
9288,de-fid-pappe-sh-01a,10.51.166.46,CN7BFPB0F9
9289,de-fid-pappe-sh-02a,10.51.191.38,CN7BFPB1GP
9290,de-fid-pfofe-sh-01b,10.51.200.6,CN6ADRW062
9291,de-fid-plein-sh-01b,10.51.161.6,CN72FPB0NX
9292,de-fid-polsi-sh-01a,10.51.176.222,CN7BFPB0LX
9293,de-fid-polsi-sh-02b,10.51.202.230,CN68FPB0G3
9294,de-fid-solnh-sh-01a,10.51.186.62,CN7BFPB1B7
9295,de-fid-treuc-sh-01b,10.51.160.206,CN72FPB086
9296,de-fid-treuc-sh-03b,10.51.157.222,CN6ADRW06Y
9306,de-fid-westh-sh-05b,10.51.187.254,CN72FPB006
9307,FNH000UA,10.51.200.2,CN0AFPB07S
9308,de-fid-aurac-sh-02a,10.51.203.222,CN78FPB103
9309,de-fid-bechh-sh-02a,10.51.203.78,CN78DRW03F
9310,de-fid-burk1-sh-02a,10.51.191.254,CN78FPB11M
9328,de-fid-dinke-sh-02a,10.51.177.198,CN7AFPB1KT
9329,de-fid-duerr-sh-04a,10.51.181.102,CN66FPB0LN
9330,de-fid-ehing-sh-03a,10.51.176.38,CN78FPB10Q
9336,de-fid-langf-sh-02a,10.51.193.38,CN66FPB0G6
9337,de-fid-markt-sh-09a,10.51.183.230,CN39DRW0YQ
9338,de-fid-schne-sh-02a,10.51.199.118,CN78DRW05D
9339,de-fid-schop-sh-02a,10.51.199.134,CN78DRW0CP
9340,de-fid-stoed-sh-02a,10.51.194.110,CN78DRW0PW
9341,de-fid-waldt-sh-02a,10.51.191.134,CN78FPB0RV
9342,de-fid-wasse-sh-02a,10.51.155.102,CN78DRW0PM
9343,de-fid-wasse-sh-02b,10.51.155.101,CN78DRW0BW
9344,de-fid-weilt-sh-02a,10.51.150.158,CN78DRW0VS
9345,de-fid-weilt-sh-02b,10.51.150.157,CN78DRW0RN
9346,de-fid-wilbu-sh-02a,10.51.189.174,CN76FPB10C
9347,de-fid-woert-sh-07a,10.51.192.198,CN78DRW0SH
9350,de-fid-reic3-sh-01b,10.51.187.222,CN7ADRV05C
9352,FNH000R7,10.51.173.147,CN0AFPB06T
9354,de-fid-gunde-sh-01a,10.51.196.6,CN83FPB240
9355,de-fid-sinzi-sh-01a,10.51.150.150,CN87FPB0QG
9356,de-fid-sinzi-sh-01b,10.51.150.149,CN87FPB0V6
9357,de-fid-sinzi-sh-02a,10.51.163.46,CN83FPB18P
9358,de-fid-sinzi-sh-03a,10.51.167.206,CN87FPB0R0
9359,de-fid-badki-sh-03b,10.51.173.14,CN7BFPC03R
9362,de-fid-abtsw-sh-01b,10.51.189.222,CN72FPB04B
9364,de-fid-eisen-sh-01b,10.51.206.150,CN72FPB0RZ
9367,de-fid-gross-sh-06a,10.51.187.158,CN74FPB01M
9368,de-fid-kitzi-sh-05a,10.51.153.254,CN69FPC00P
9369,de-fid-kitzi-sh-05b,10.51.153.253,CN6AFPC002
9370,de-fid-klein-sh-04a,10.51.162.142,CN60FPC0P3
9371,de-fid-kolit-sh-02a,10.51.170.54,CN72FPB03F
9376,de-fid-prich-sh-02a,10.51.182.6,CN72FPB0KV
9377,de-fid-prich-sh-03a,10.51.171.198,CN72FPB0N8
9378,de-fid-pross-sh-02a,10.51.190.110,CN72FPB0S6
9380,de-fid-ruede-sh-07a,10.51.166.150,CN74FPB03Q
9389,de-fid-wiese-sh-04a,10.51.158.54,CN72FPB0WW
9390,de-fid-willa-sh-02a,10.51.177.30,CN60FPC0TC
9391,de-fid-willa-sh-03a,10.51.178.22,CN77FPC0JR
9392,de-fid-wipfe-sh-02a,10.51.202.102,CN72FPB04J
9426,de-fid-gerbs-sh-01a,10.59.221.158,CN90FPC1Z0
9431,de-fid-kabel-sh-01a,10.59.222.14,CN9BFPC044
9434,de-fid-salzt-sh-01a,10.59.223.22,CN0AFPB00B
9440,FNH000M3,10.59.129.98,CN0AFPB006
9441,FNH000N4,10.59.129.146,CN0AFPB02B
9466,de-fid-ebnat-sh-01a,10.51.158.14,CN85FP7465
9467,de-fid-erben-sh-01a,10.51.155.134,CN77FP665K
9468,de-fid-erben-sh-01b,10.51.155.133,CN77FP666H
9469,de-fid-grafe-sh-12a,10.51.147.158,CN53FP704C
9470,de-fid-grafe-sh-12b,10.51.147.157,CN4BFP61SC
9471,de-fid-kemna-sh-01a,10.51.151.22,CN41FP62QP
9472,de-fid-kemna-sh-01b,10.51.151.21,CN41FP6357
9473,de-fid-kirch-sh-04a,10.51.158.198,CN79FP73LL
9474,de-fid-neuso-sh-01a,10.51.193.206,CN79FP73TH
9475,de-fid-walde-sh-01b,10.51.200.13,CN01FP31KS
9525,de-fid-emtma-sh-02a,10.51.201.198,CN88FP609L
9526,de-fid-badfu-sh-01a,10.51.204.6,CN29DRV0LR
9527,de-fid-badfu-sh-02a,10.51.156.134,CN56DRR1CK
9528,de-fid-badfu-sh-02b,10.51.156.133,CN58DRR02G
9529,de-fid-bayer-sh-05b,10.51.163.214,CN72FPB0KY
9530,de-fid-grbac-sh-02b,10.51.190.230,CN6ADRW0DG
9531,de-fid-kirch-sh-02a,10.51.174.14,CN58DRR01W
9541,de-fid-rotth-sh-01a,10.51.149.142,CN44DRR3H5
9542,de-fid-rotth-sh-01b,10.51.149.141,CN47DRV114
9543,de-fid-ruhst-sh-02a,10.51.161.134,CN56DRV15L
9544,de-fid-tette-sh-01a,10.51.196.222,CN58DRR01N
9837,de-fid-luebb-sh-11a,10.59.128.246,CN98FPC0CW
9907,de-fid-mitte-sh-08c,10.51.152.14,CN44DRW03N
9908,de-fid-mitte-sh-08d,10.51.152.13,CN44DRW0CX
9909,de-fid-hilte-sh-01b,10.51.188.30,CN6ADRW08K
9910,de-fid-tuerk-sh-04b,10.51.196.30,CN69DRV0CL
9911,de-fid-arnst-sh-01c,10.51.209.254,CN26DRR3MW
9912,de-fid-arnst-sh-01d,10.51.209.253,CN85FP73YQ
9913,de-fid-arnst-sh-01e,10.51.209.252,CN85FP73C7
9914,de-fid-arnst-sh-01f,10.51.209.251,CN85FP74GQ
9915,de-fid-arnst-sh-01g,10.51.209.250,CN97FP60ZQ
9916,de-fid-arnst-sh-01h,10.51.209.249,CN95FP63F8
9917,de-fid-malge-sh-01a,10.51.206.102,CN82DRR0P0
9918,de-fid-oster-sh-02a,10.51.183.246,CN74DRR0F6
9919,de-fid-rossb-sh-01a,10.51.206.110,CN82DRR016
9920,de-fid-rossb-sh-02a,10.51.167.166,CN81DRR060
9921,de-fid-simba-sh-01a,10.51.188.158,CN82DRR0LW
9922,de-fid-aresi-sh-02a,10.51.168.182,CN36DRV0XV
9925,de-fid-gerol-sh-20a,10.176.91.205,CN29DRV03S
9926,de-fid-gerol-sh-21a,10.51.205.158,CN24DRR1VQ
9927,de-fid-schil-sh-13a,10.51.182.38,CN35DRR1B8
9928,de-fid-schro-sh-17a,10.51.203.158,CN35DRR0MP
9929,de-fid-bisch-sh-01a,10.51.187.166,CN8AFP307K
9930,de-fid-degge-sh-05b,10.51.164.114,CN93FP30TL
9931,de-fid-regen-sh-02a,10.51.147.142,CN56DRW18N
9932,de-fid-regen-sh-02b,10.51.147.141,CN56DRW15N
9940,de-fid-viech-sh-01a,10.51.194.182,CN90FP38PG
9965,de-fid-aiter-sh-01a,10.51.184.190,CN7BFPB17N
9966,de-fid-bogen-sh-02a,10.51.161.198,CN7BFPB1HM
9968,de-fid-hunde-sh-01a,10.51.185.70,CN7BFPB1F9
9969,de-fid-kirch-sh-07a,10.51.184.254,CN7BDRW06V
9970,de-fid-leibl-sh-01a,10.51.173.206,CN7BFPB12G
9972,de-fid-niede-sh-04a,10.51.184.86,CN7BFPB1F3
9973,de-fid-rain0-sh-01a,10.51.164.246,CN38DRW11P
9974,de-fid-salch-sh-01a,10.51.175.102,CN7BFPB13V
9975,de-fid-schwa-sh-01a,10.51.178.6,CN7BFPB0YC
9983,de-fid-strau-sh-01a,10.51.172.254,CN7BFPB1G0
9984,de-fid-strau-sh-02a,10.51.163.30,CN7BFPB12L
9985,de-fid-strau-sh-36c,10.51.142.172,CN44FPC193
9986,de-fid-eglin-sh-02a,10.51.154.166,CN78DRW031
9987,de-fid-eglin-sh-02b,10.51.154.165,CN78FPB0XN
9988,de-fid-gelte-sh-02a,10.51.185.6,CN78FPB17H
9989,de-fid-pritt-sh-02a,10.51.151.126,CN78FPB10F
9990,de-fid-pritt-sh-02b,10.51.151.125,CN83FPB25V
9991,de-fid-scheu-sh-02a,10.51.198.102,CN78FPB0S1
9992,de-fid-altom-sh-01c,10.51.196.165,CN9AFP32WV
9993,de-fid-bergk-sh-01c,10.51.166.173,CN90FP32FV
10008,de-fid-dacha-sh-03b,10.51.171.190,CN60DRR0DC
10009,de-fid-dacha-sh-05c,10.51.175.157,CN9AFP34GN
10010,de-fid-dacha-sh-06c,10.51.160.189,CN90FP370Y
10011,de-fid-dacha-sh-07f,10.51.155.20,CN90FP38F5
10012,de-fid-dacha-sh-07g,10.51.155.19,CN90FP32JT
10013,de-fid-erdwe-sh-01c,10.51.200.149,CN9AFP33ZC
10014,de-fid-haimh-sh-02c,10.51.176.109,CN9AFP3445
10015,de-fid-herbe-sh-03c,10.51.175.13,CN90FP32XV
10016,de-fid-hilge-sh-02c,10.51.191.93,CN9AFP34C5
10017,de-fid-jetze-sh-01c,10.51.160.21,CN9AFP3358
10018,de-fid-karl2-sh-02c,10.51.175.85,CN90FP324Z
10019,de-fid-markt-sh-10c,10.51.206.45,CN90FP31YK
10020,de-fid-muenc-sh-02b,10.51.186.221,CN90FP329T
10021,de-fid-muenc-sh-65c,10.51.185.85,CN9AFP331M
10022,de-fid-odelz-sh-01c,10.51.170.189,CN9AFP34FM
10023,de-fid-peter-sh-14c,10.51.205.13,CN9AFP3557
10024,de-fid-roehr-sh-06c,10.51.164.141,CN90FP32TV
10025,de-fid-schwa-sh-37a,10.51.161.126,CN9AFP33FW
10026,de-fid-schwa-sh-37b,10.51.161.125,CN11FPC0SW
10027,de-fid-stein-sh-27c,10.51.190.181,CN9AFP33HR
10028,de-fid-vierk-sh-01c,10.51.156.108,CN95FP3CVT
10029,de-fid-vierk-sh-01d,10.51.156.107,CN95FP3D9Z
10030,de-fid-vierk-sh-02a,10.176.94.53,CN1ADRR0T8
10031,de-fid-vierk-sh-02b,10.176.94.52,CN71DRR0HT
10045,de-fid-buwie-sh-01c,10.51.151.229,CN78DRW0GG
10046,de-fid-albac-sh-01b,10.51.182.206,CN69DRR229
10047,de-fid-muenc-sh-01a,10.51.166.246,CN81DRR0TC
10048,de-fid-recht-sh-02d,10.51.146.222,CN69DRV0SZ
10049,de-fid-recht-sh-02e,10.51.146.221,CN69DRV0CH
10050,de-fid-recht-sh-03c,10.51.146.220,CN39DRV22V
10051,de-fid-soyen-sh-01b,10.51.168.110,CN69DRV09D
10052,de-fid-wasse-sh-05b,10.51.176.166,CN69DRR1ZM
10053,de-fid-denkl-sh-02a,10.51.162.134,CN31DRR1G1
10054,de-fid-fuchs-sh-02a,10.51.152.94,CN2ADRV01Z
10055,de-fid-fuchs-sh-02b,10.51.152.93,CN31DRR0MK
10056,de-fid-fuchs-sh-08a,10.176.24.14,CN27DRR3TX
10057,de-fid-udies-sh-02a,10.51.170.206,CN19DRR43M
10058,de-fid-deini-sh-03b,10.51.161.182,CN60DRR0HS
10059,de-fid-huish-sh-02b,10.51.171.166,CN6ADRR07Y
10060,de-fid-ottin-sh-02b,10.51.193.182,CN6ADRR0F9
10061,de-fid-wechi-sh-03b,10.51.194.246,CN6ADRR01Q
10062,de-fid-wechi-sh-04b,10.51.185.94,CN60DRR05R
10063,de-fid-wemdi-sh-01c,10.51.145.190,CN55DRV0CH
10064,de-fid-wemdi-sh-01d,10.51.145.189,CN6ADRV06C
10065,de-fid-wemdi-sh-01e,10.51.145.188,CN6ADRV03G
10066,de-fid-wolfe-sh-03b,10.51.202.206,CN6ADRR0FF
10067,de-fid-neudr-sh-01b,10.51.203.14,CN83FPB1ZZ
10068,de-fid-thurn-sh-01b,10.51.170.14,CN83FPB1W3
10069,de-fid-thurn-sh-02b,10.51.203.102,CN83FPB2DC
10070,de-fid-thurn-sh-04b,10.51.186.86,CN6ADRV02W
10071,de-fid-wonse-sh-02b,10.51.167.142,CN87FPB0VC
10080,de-fid-burgt-sh-02a,10.51.155.6,CN42DRV07V
10081,de-fid-burgt-sh-02b,10.51.155.5,CN54DRV09M
10082,de-fid-oberf-sh-04a,10.51.165.238,CN63DRR0QX
10083,de-fid-alfel-sh-01a,10.51.193.230,CN58FPB1WD
10084,de-fid-altd1-sh-01a,10.51.175.38,CN27DRV1NK
10085,de-fid-feuch-sh-01d,10.51.141.254,CN43DRR2F3
10086,de-fid-feuch-sh-01e,10.51.141.253,CN69DRV0V8
10087,de-fid-feuch-sh-01f,10.51.141.252,CN69DRV03Z
10088,de-fid-feuch-sh-01g,10.51.141.251,CN69DRV0DW
10089,de-fid-happu-sh-01a,10.51.179.94,CN59FPB0WD
10090,de-fid-hartm-sh-01a,10.51.190.158,CN57FPB34K
10091,de-fid-henfe-sh-01a,10.51.198.30,CN58FPB16L
10099,de-fid-hersb-sh-02a,10.51.177.78,CN57FPB402
10100,de-fid-kirch-sh-03a,10.51.204.230,CN57FPB464
10101,de-fid-leinb-sh-04b,10.51.177.126,CN69DRR225
10102,de-fid-leinb-sh-05b,10.51.161.166,CN69DRR23P
10103,de-fid-nuern-sh-16b,10.51.179.54,CN69DRR238
10104,de-fid-offen-sh-05a,10.51.181.198,CN57FPB43Y
10105,de-fid-pomme-sh-01a,10.51.192.238,CN57FPB42F
10106,de-fid-pomme-sh-02a,10.51.185.182,CN57FPB40L
10107,de-fid-reich-sh-05a,10.51.166.38,CN59FPB00Q
10108,de-fid-schwa-sh-60b,10.51.203.206,CN69DRR23W
10109,de-fid-velde-sh-01a,10.51.197.174,CN57FPB3NM
10110,de-fid-vorra-sh-01a,10.51.202.166,CN57FPB40H
10111,de-fid-winke-sh-02b,10.51.172.246,CN60DRR0RV
10134,de-fid-darms-sh-13b,10.178.147.174,CN67FP608C
10135,de-fid-darms-sh-13c,10.178.147.173,CN6BDRW04R
10136,de-fid-darms-sh-13d,10.178.147.172,CN6BDRW00J
10544,de-fid-loehn-sh-01a,10.57.232.102,CN0AFPC0D2
10662,de-fid-hohen-sh-01a,10.51.204.238,CN7BFPB1JZ
10663,de-fid-pfeff-sh-01a,10.51.154.190,CN67DRW06C
10664,de-fid-pfeff-sh-01b,10.51.154.189,CN65DRW0CR
10665,de-fid-rotte-sh-02a,10.51.154.78,CN7BFPB1BM
10666,de-fid-rotte-sh-02b,10.51.154.77,CN7BDRW07X
10667,de-fid-weihm-sh-01a,10.51.197.102,CN7BFPB1W1
10668,de-fid-wilde-sh-01a,10.51.156.126,CN7BFPB1K5
10669,de-fid-wilde-sh-01b,10.51.156.125,CN89FPB0C4
10706,de-fid-adels-sh-09a,10.51.156.142,CN88FPB1BX
10707,de-fid-adels-sh-09b,10.51.156.141,CN86DRW032
10708,de-fid-dasin-sh-02b,10.51.182.126,CN69FP60WP
